config,avg_improvement,std_improvement,min_improvement,max_improvement
"RL=True, Symbolic=True",20.050193688586546,1.6605097603252412,17.857142857142858,22.916666666666664
"RL=False, Symbolic=True",10.576247165532878,1.1515161520181596,8.333333333333332,12.0
"RL=True, Symbolic=False",15.20202664399093,1.2191489173973715,13.88888888888889,16.666666666666664
"RL=False, Symbolic=False",0.0,0.0,0.0,0.0
